10,rest3,0,0,3,4,4,0,50,50,50,0,0,0
13,rest3,1,3,0,0,0,0,0,0,0,0,0,0
14,rest3,0,0,0,3,3,0,90,10,80,0,10,0
15,rest3,0,0,0,4,3,0,70,50,50,10,0,0
16,rest3,0,2,1,4,3,0,30,10,20,10,0,0
17,rest3,0,0,0,4,4,0,90,80,100,0,0,0
2,rest4,0,0,5,5,5,0,60,20,90,0,0,0
3,rest4,0,0,0,6,6,0,80,0,100,0,0,0
5,rest4,0,0,0,5,5,0,80,80,60,0,0,0
6,rest4,0,0,0,5,5,0,50,10,50,0,0,5
7,rest4,0,0,0,6,6,0,60,20,60,0,0,0
4,rest4,0,0,0,4,4,0,10,0,0,0,0,0
9,rest4,0,0,6,6,6,0,70,40,40,0,0,0
10,rest4,0,0,0,3,3,4,50,55,50,0,0,0
13,rest4,0,0,0,0,0,0,10,0,10,0,0,0
14,rest4,0,0,0,4,0,0,60,20,30,0,10,10
15,rest4,0,0,0,4,4,0,60,20,50,0,0,0
16,rest4,0,1,1,4,3,0,30,10,20,10,0,0
17,rest4,0,2,0,4,4,0,85,80,100,50,0,0
2,rest5,0,0,0,5,5,0,90,20,90,0,0,0
3,rest5,0,0,0,6,6,0,85,0,90,0,0,0
5,rest5,0,0,0,6,6,0,100,90,100,0,0,0
6,rest5,0,2,2,4,2,0,10,10,20,0,50,0
7,rest5,0,2,1,6,6,0,10,10,10,0,0,0
4,rest5,0,0,0,2,2,0,0,0,0,0,0,0
9,rest5,0,0,0,6,6,0,70,40,50,0,0,0
10,rest5,0,0,2,4,4,2,60,50,55,0,0,0
13,rest5,0,0,0,0,0,0,0,0,0,0,0,0
14,rest5,0,4,2,2,2,0,30,0,10,10,20,0
15,rest5,0,0,0,4,4,0,50,50,40,0,0,0
16,rest5,0,1,0,4,3,0,30,10,10,10,0,0
17,rest5,0,0,0,3,3,0,70,70,80,10,0,0
2,rest6,0,0,0,5,5,0,50,10,90,0,0,0
3,rest6,0,0,0,6,6,0,100,15,100,0,0,0
5,rest6,0,0,0,4,5,0,90,80,60,0,0,0
6,rest6,0,1,1,2,2,0,0,0,20,10,10,15
7,rest6,0,0,0,6,6,0,10,10,10,0,10,0
4,rest6,0,0,0,1,1,0,0,0,0,0,5,0
9,rest6,0,0,6,6,6,0,70,40,60,0,0,0
10,rest6,0,0,1,4,4,2,60,50,50,0,0,0
13,rest6,0,0,0,0,0,0,0,0,10,0,0,0
14,rest6,1,2,3,2,2,1,30,40,40,10,10,0
15,rest6,0,0,0,4,4,0,0,0,30,10,0,0
16,rest6,0,1,0,4,3,0,20,0,20,10,0,0
17,rest6,0,0,0,4,4,0,85,80,100,0,0,0
2,sing-a-song 1,1,5,0,1,0,3,0,10,0,80,10,10
3,sing-a-song 1,1,4,2,5,5,2,100,20,100,10,0,0
5,sing-a-song 1,1,3,2,5,3,4,70,60,40,40,0,0
6,sing-a-song 1,1,4,6,2,0,2,0,0,20,20,20,20
7,sing-a-song 1,0,1,1,6,4,0,48,25,50,7,0,0
4,sing-a-song 1,1,6,1,6,0,4,0,0,0,40,55,5
9,sing-a-song 1,1,1,4,5,3,0,60,50,40,0,0,0
10,sing-a-song 1,1,1,2,4,4,0,60,60,60,0,0,0
13,sing-a-song 1,1,6,4,0,4,4,0,0,0,100,40,0
14,sing-a-song 1,1,6,4,0,0,4,0,0,10,80,50,20
15,sing-a-song 1,1,4,3,1,1,2,50,50,50,70,20,20
16,sing-a-song 1,1,5,4,1,1,3,0,0,0,60,20,0
17,sing-a-song 1,1,1,3,2,1.5,0,70,20,50,10,0,0
13,Social Conversation 5,1,3,2,1,0,1,0,0,0,30,0,0
14,Social Conversation 5,0,1,4,3,0,0,80,20,80,10,10,5
15,Social Conversation 5,0,0,0,4,4,0,50,60,50,10,0,0
16,Social Conversation 5,0,3,3,3,3,0,60,20,20,20,0,10
17,Social Conversation 5,0,0,0,4,4,0,90,80,100,0,0,0
2,Social Conversation 5,0,0,0,4,4,0,60,50,50,10,0,0
3,Social Conversation 5,0,0,0,6,6,0,100,70,700,0,0,0
5,Social Conversation 5,0,0,0,6,6,0,100,100,100,0,0,0
6,Social Conversation 5,0,1,0,5,5,0,40,40,50,5,0,5
7,Social Conversation 5,0,0,0,6,6,0,80,80,80,0,0,0
4,Social Conversation 5,0,0,0,6,5,0,30,30,25,3,0,0
9,Social Conversation 5,0,0,4,4,5,0,70,60,60,0,0,0
10,Social Conversation 5,0,0,3,4,5,1,70,60,70,0,0,0
2,Stroop 2,1,1,4,4,4,1,20,20,20,20,10,10
3,Stroop 2,1,3,5,5,6,1,30,10,80,15,0,0
5,Stroop 2,1,2,1,5,5,0,70,80,80,10,0,10
6,Stroop 2,0,1,1,4,4,0,20,20,40,10,5,10
7,Stroop 2,0,0,0,6,6,0,80,20,80,0,0,0
4,Stroop 2,0,1,0,6,6,0,5,20,10,0,20,0
9,Stroop 2,0,0,6,6,6,0,60,40,50,0,0,0
10,Stroop 2,1,1,2,2,3,3,30,35,20,10,0,0
13,Stroop 2,0,0,3,3,0,2,0,0,0,70,50,0
14,Stroop 2,0,1,0,3,3,0,90,80,70,10,10,0
15,Stroop 2,0,0,0,3,4,0,60,60,50,10,0,0
16,Stroop 2,0,3,1,3,3,0,20,20,10,10,10,0
17,Stroop 2,0,0,0,4,3,0,70,70,100,0,8,0
13,Arithmetic,1,6,4,0,4,4,0,0,0,100,100,100
14,Arithmetic,1,6,4,1,0,2,0,90,10,90,75,10
15,Arithmetic,1,6,4,1,1,4,40,60,50,70,60,60
16,Arithmetic,1,3,1,3,2,1,30,10,10,50,40,0
17,Arithmetic,0,0,0,4,3,0,70,72,100,0,0,0
2,Arithmetic,1,5,4,1,1,3,10,10,10,80,10,10
3,Arithmetic,1,6,6,2,2,5,0,0,15,100,0,20
5,Arithmetic,1,4,3,4,4,5,70,50,40,80,50,80
6,Arithmetic,1,3,0,4,4,5,50,10,40,40,10,10
7,Arithmetic,1,1,4,4,3,2,30,50,30,10,0,0
4,Arithmetic,0,1,0,4,2,1,15,10,15,30,25,0
9,Arithmetic,1,3,1,5,5,0,50,60,70,20,0,0
10,Arithmetic,0,0,1,4,4,2,60,30,30,10,0,0
2,Prepare Speech,1,3,3,3,3,2,10,20,10,50,10,10
3,Prepare Speech,1,4,2,6,3,2,40,15,50,75,0,0
5,Prepare Speech,1,5,5,3,4,4,10,10,40,50,50,50
6,Prepare Speech,0,1,3,2,1,5,0,0,50,50,20,20
7,Prepare Speech,1,2,0,5,3,2,30,30,30,30,0,0
4,Prepare Speech,1,3,0,4,4,1,40,20,35,60,15,0
9,Prepare Speech,1,2,1,4,3,2,50,60,50,50,0,0
10,Prepare Speech,0,0,2,4,4,1,70,20,60,10,0,5
13,Prepare Speech,1,6,4,0,4,4,20,0,20,100,80,80
14,Prepare Speech,1,4,2,1,2,2,70,80,70,85,80,20
15,Prepare Speech,1,3,3,2,2,3,60,60,50,70,30,30
16,Prepare Speech,1,4,2,2,1,2,30,10,10,70,30,15
17,Prepare Speech,0,2,0,4,3,3,85,80,97,30,0,10
2,Speech,1,4,5,3,3,3,10,20,10,50,10,10
3,Speech,1,5,4,3,3,1,0,0,70,80,0,0
5,Speech,1,6,6,0,1,1,10,0,20,50,10,80
6,Speech,1,4,3,2,1,3,0,0,0,50,5,30
7,Speech,1,2,2,4,4,0,20,30,20,20,0,0
4,Speech,1,6,4,0,1,5,0,0,1,6,4,5
9,Speech,1,4,3,4,2,3,30,30,30,50,0,0
10,Speech,1,2,3,5,4,3,50,50,30,10,0,0
13,Speech,1,6,4,0,4,4,0,0,0,80,100,100
14,Speech,1,5,3,3,3,2,60,70,65,40,30,0
15,Speech,1,5,3,2,2,4,50,60,60,70,40,50
16,Speech,1,5,3,1,1,3,20,0,0,80,30,0
17,Speech,0,2,0,4,2.75,0,50,50,89,0,0,15
