mean_neulog,standard deviation_neulog,min_neulog,max_neulog,median_neulog,skew_neulog,kurtosis_neulog,80_percentile_neulog,20_percentile_neulog,mean_polar,standard deviation_polar,min_polar,max_polar,median_polar,skew_polar,kurtosis_polar,80_percentile_polar,20_percentile_polar,mean_ecg,median_ecg,variance_ecg,quartiled_ecg,range_ecg,max_ecg,min_ecg,80perc_ecg,20perc_ecg,HF_ecg,LF_ecg,LF/HF_ecg,RMSSD_ecg,SDSD_ecg,pNN20_ecg,pNN50_ecg
0.199494251,0.217356578,0.159206292,0.283262796,0.204204956,0.432639204,0.096749681,0.247111291,0.151796639,0.383756701,0.575132431,0.206896552,0.652173913,0.290322581,0.731229792,0.453301543,0.394736842,0.277777778,0.96678139,0.971066617,0.480791194,0.796566781,0.740623013,1,0.913494602,0.973566461,0.944582161,0.394610457,0.707674783,0.610429436,0.366277905,0.315559048,0.153037395,0
0.165350139,0.16845094,0.134966035,0.222126703,0.144455966,0.517235537,0.114540722,0.213837841,0.136462036,0.363272935,0.620607326,0.24137931,0.652173913,0.258064516,0.837868799,0.517624557,0.384210526,0.277777778,0.94629913,0.953706588,0.306531418,0.624430979,0.555353737,0.946758534,0.913494602,0.951069831,0.932664346,0.292649275,0.610906459,0.716137281,0.338003828,0.297736148,0.11092775,0
0.29244103,0.099983174,0.275772045,0.324974203,0.286222134,0.438034652,0.186573638,0.309268046,0.282155067,0.195186544,0.386298079,0.1,0.254237288,0.135802469,0.533174598,0.062627492,0.26953125,0.130434783,0.551680893,0.623376623,0.767137576,0.575,0.854166667,0.646153846,0.435483871,0.539274924,0.521551724,0.768691067,0.669103495,0.286093081,0.630942932,0.755840538,0.668078099,0.502174239
0.901659554,0.41987446,0.728315757,0.980394609,0.950978438,0.142789638,0.122040037,0.970629661,0.778746379,0.330269893,0.573692256,0.1,0.440677966,0.382716049,0.383637986,0.118948551,0.40625,0.154589372,0.87336387,0.87012987,0.6723208,0.5875,0.75,1,0.887096774,0.901812689,0.872126437,0.848209421,0.882156088,0.379611216,0.909921978,0.799672143,0.944282837,0.873722246
0.786044352,0.617736253,0.583250318,0.980394609,0.738014552,0.407147965,0.106823979,0.959582519,0.64574399,0.601543091,0.123753649,0.55,0.457627119,0.604938272,0.443538093,0.30145163,0.50390625,0.61352657,0.764966106,0.753246753,0.910111486,0.6,1,1,0.693548387,0.743202417,0.742816092,0.703064658,0.691638771,0.34030521,0.741750834,0.806761159,0.736455026,0.698989075
0.566375631,0.225020134,0.508227131,0.642318877,0.546695904,0.450001296,0.207835923,0.609358266,0.528343291,0.628664495,0.265189581,0.4,0.474576271,0.679012346,0,0.738488219,0.54296875,0.637681159,0.556346674,0.577922078,0.298135068,0.45,0.4375,0.507692308,0.612903226,0.483383686,0.584770115,0.25456007,0.60269916,0.66711133,0.377125528,0.472049444,0.402576377,0.331814384
0.100349787,0.087579164,0.036015187,0.19179514,0.10585601,0.616553246,0.241172046,0.118438935,0.064175038,0.281718062,0.223796452,0.352941176,0.322580645,0.3,0.637370615,0.236472186,0.229007634,0.263157895,0.114283129,0.149350649,0.097826536,0.224137931,0.164383562,0.090909091,0.18705036,0.10308642,0.143835616,0.062816186,0.355713412,0.657824356,0.052966567,0.069507549,0.154881838,0
0.107780166,0.05707959,0.065702405,0.144630259,0.112505128,0.455542852,0.199616163,0.11950047,0.084590529,0.233305901,0.214131108,0.294117647,0.322580645,0.2,0.830152818,0.504751982,0.190839695,0.263157895,0.126384243,0.172077922,0.056930258,0.224137931,0.054794521,0.058823529,0.201438849,0.117283951,0.171232877,0.00285135,0.028168688,0.199592505,0.038296796,0.037866184,0.190283401,0
0.560834197,0.366939424,0.668696711,0.743417771,0.568359783,0.570196542,0.242478764,0.56286941,0.577406508,0.569683878,0.338996388,0.388888889,0.486486486,0.571428571,0.299208156,0.263823833,0.533333333,0.527272727,0.860588998,0.880597015,0.496552947,0.410714286,0.681818182,1,0.76,0.971119134,0.721052632,0.74459659,0.586610767,0.344286677,0.750701313,0.754950413,0.8656,0.805984252
0.587741025,0.375985378,0.6921277,0.683110692,0.572118396,0.581966711,0.112103386,0.61743016,0.594443905,0.460086355,0.300667888,0.388888889,0.486486486,0.428571429,0.606731172,0.411159747,0.407407407,0.454545455,0.451277517,0.447761194,0.352594994,0.303571429,0.5,0.666666667,0.56,0.454873646,0.421052632,0.496996811,0.737994919,0.740368548,0.884252187,0.8865784,0.92,0.833890627
0.651888517,0.303800668,0.619526893,0.683110692,0.65950616,0.270665164,0.593945419,0.652303591,0.671578436,0.312848706,0.223115357,0.277777778,0.297297297,0.285714286,0.495018342,0.171612833,0.333333333,0.290909091,0.454463625,0.462686567,0.284716363,0.223214286,0.954545455,0.518518519,0,0.379061372,0.5,0.673417884,0.496577293,0.318364107,0.676905456,0.600662174,0.965714286,0.64488189
0.59214133,0.304402564,0.619526893,0.602239344,0.574102109,0.47638023,0.256423218,0.633228087,0.611937834,0.165745856,0.149742223,0.111111111,0.135135135,0.19047619,0.151406203,0.301711835,0.148148148,0.181818182,0.141012113,0.149253731,0.759412121,0.732142857,0.545454545,0.185185185,0,0.321299639,0.002631579,0.053507569,0.143089951,0.630521143,0.090944282,0.12689986,0.187462687,0.031731108
0.553780137,0.170389288,0.730944291,0.571808658,0.563191689,0.698392334,0.272826641,0.51858933,0.582350656,0.224559326,0.208636005,0.111111111,0.216216216,0.238095238,0.146459547,0.382130329,0.222222222,0.263636364,0.993458216,1,0.032042056,0.098214286,0,0.666666667,1,0.898916968,1,0.286811,0.240992056,0.416251941,0.263768857,0.262488834,0.382941176,0.268874479
0.585313485,0.450979974,0.589204436,0.745468655,0.572692629,0.558771948,0.269875426,0.612513793,0.579553181,0.446125793,0.493864433,0.388888889,0.621621622,0.333333333,0.93055334,0.483617061,0.503703704,0.381818182,0.716584411,0.776119403,0.39376964,0.303571429,0.5,0.666666667,0.56,0.682310469,0.665789474,0.525300569,0.645104918,0.606994958,0.600757189,0.611951447,0.76,0.759141409
0.579256391,0.499127363,0.589204436,0.745468655,0.566950303,0.532015997,0.229677132,0.583671106,0.600767363,0.688208366,0.526460218,0.444444444,0.621621622,0.80952381,0.302576251,0.098100691,0.703703704,0.409090909,0.707573515,0.701492537,0.676262079,0.517857143,0.818181818,1,0.64,0.826714801,0.526315789,0.56323763,0.871393473,0.794998983,0.798682535,0.791355725,0.826666667,0.815474153
0.096407889,0.15510205,0.041508309,0.21299639,0.073229887,0.866719514,0.38613409,0.147570693,0.045108319,0.218929543,0.257727902,0.090909091,0.25,0.148148148,0.73094427,0.335724903,0.277777778,0.230769231,0.748636723,0.762711864,0.445000774,0.369369369,0.921568627,1,0.108108108,0.72972973,0.788571429,0.849891616,0.709532362,0.222530372,0.794274494,0.70006554,0.510712218,0.643356643
0.123205213,0.182760783,0.058350101,0.21299639,0.12981286,0.665542923,0.112195638,0.190566599,0.044267484,0.232277852,0.196750778,0.181818182,0.21875,0.148148148,0.848130583,0.475322457,0.166666667,0.230769231,0.728562681,0.694915254,0.065861148,0.171171171,0.176470588,0.44,0.756756757,0.536036036,0.828571429,0.424371361,0.067225395,0.052063322,0.448504687,0.432433773,0.638283607,0.24291498
0.555399221,1,0.244465125,0.693383109,0.35138151,0.650089088,0,0.823250034,0.300532791,0.171916637,0.272732107,0.130434783,0.268292683,0.142857143,0.750478065,0.468650351,0.166666667,0.163934426,0.411070442,0.285714286,0.295006843,0.263157895,0.7,0.892857143,0.75,0.359090909,0.701492537,0.539523418,0.372940948,0.329359677,0.349176538,0.306144139,0.758432461,0.242026266
0.552789973,0.811603131,0.244465125,0.596434422,0.669286563,0.534155969,0.019601057,0.697799657,0.282718202,0.125610397,0.080120888,0.217391304,0.12195122,0.107142857,0.824243335,0.553840722,0.111111111,0.163934426,0.320499405,0.214285714,0.423343683,0.328947368,0.675,0.535714286,0,0.322727273,0.537313433,0.711144941,0.270724055,0.14083279,0.585344091,0.634829469,0.606046163,0.435222672
0.67222514,0.136490041,0.615644592,0.48908613,0.68862043,0.538183056,0.086419515,0.646760178,0.686467112,0.067704621,0,0.173913043,0,0.071428571,0.737312187,0.519509819,0.027777778,0.12295082,0.271000305,0.25,0.133847492,0.210526316,0.4,0.5,0.833333333,0.181818182,0.686567164,0.168816381,0.217184366,0.305724994,0.206597791,0.22355213,0.2640344,0.279523294
0.440977429,0.538991732,0.192800156,0.799656375,0.378815936,0.607119277,0.051079448,0.564563278,0.33879297,0.307503217,0.07148862,0.47826087,0.256410256,0.303030303,0.536865424,0.333427296,0.25862069,0.363636364,0.31299191,0.367346939,0.249389303,0.34939759,0.285714286,0.333333333,0.421052632,0.312328767,0.162162162,0.078433023,0.250966486,0.432339892,0.203114322,0.165664727,0.204905178,0.184006211
0.449104768,0.414621451,0.382720374,0.714843547,0.534045818,0.525593394,0.043610637,0.508378931,0.338164201,0.300409461,0.06727772,0.47826087,0.256410256,0.303030303,0.471549157,0.342419936,0.229885057,0.363636364,0.750538252,0.857142857,0.679679372,0.56626506,1,1,0,0.742465753,0.578378378,0.641368136,0.43452133,0.111991892,0.801267027,0.741124963,0.465986607,0.697431782
0.399226509,0.565330248,0.128663164,0.440828864,0.510369822,0.306447473,0.142969875,0.462013728,0.375983095,0.303630824,0.028582301,0.52173913,0.153846154,0.303030303,0.280503627,0.134411565,0.229885057,0.393939394,0.776484894,0.775510204,0.538947735,0.542168675,0.553571429,0.666666667,0.473684211,0.739726027,0.594594595,0.889805065,0.974406042,0.516391193,0.594572692,0.374600408,0.629801575,0.619337979
0.156288854,0.552534769,0.128663164,0.440828864,0.09467753,0.688220647,0.05104442,0.33447194,0.072906252,0.265583482,0.095107263,0.434782609,0.153846154,0.272727273,0.367067284,0.040032041,0.229885057,0.303030303,0.219259958,0.285714286,0.281861812,0.192771084,0.392857143,0.375,0.210526316,0.273972603,0.027027027,0.114652527,0.323330699,0.515995775,0.56958748,0.492094805,0.583871456,0.38474026
0.035650289,0.209199418,0.164078615,0.159473109,0.07301201,0.584144083,0.203412452,0.013010098,0.068999639,0.230150779,0.093377179,0.434782609,0.153846154,0.227272727,0.572494315,0.148496595,0.172413793,0.272727273,0.540965155,0.530612245,0.608838198,0.855421687,0.535714286,0.541666667,0.210526316,0.726027397,0.216216216,0.498038142,0.827500342,0.762959764,0.844848356,0.74588821,0.692674806,0.815079365
0.11435994,0.280628781,0.278567313,0.300262381,0.615190999,0.146191885,0.284644961,0.313434656,0.226687194,0.304347826,0.368421053,0.380952381,0.573671962,0.430372178,0.28125,0.375,0.378378378,0.4,0.167365533,0.157894737,0.329010856,0.348484848,0.523809524,0.523809524,0,0.209643606,0.107142857,0.315932673,0.512394084,0.669747573,0.306434358,0.377522482,0.273388311,0.268868571
0.093985261,0.280628781,0.251872479,0.27782333,0.683893769,0.09765057,0.275758753,0.299921292,0.281650247,0.217391304,0.368421053,0.238095238,0.77240051,0.598874995,0.21875,0.333333333,0.324324324,0.36,0.309995847,0.263157895,0.560630656,0.409090909,0.547619048,0.547619048,0,0.398322851,0.25,0.36851292,0.24560689,0.308258968,0.645370427,0.786308973,0.336642933,0.538289948
0.030143146,0.316497407,0.226762051,0.265961517,0.788070872,0.05331678,0.249284195,0.291684681,0.095404233,0.217391304,0.052631579,0.095238095,0.486441927,0.124298913,0.09375,0.208333333,0.216216216,0.24,0.779499487,0.763157895,0.818684364,0.636363636,0.761904762,1,0.666666667,0.754716981,0.75,0.886639621,0.762759533,0.370628913,0.916806076,0.763630491,0.750548178,0.94929196
0.041186029,0.301804235,0.216103322,0.254728326,0.728609637,0.026173952,0.2421875,0.277428581,0.278686037,0.217391304,0.236842105,0.095238095,0.798420924,0.352688449,0.2,0.208333333,0.308108108,0.24,0.884822995,0.868421053,0.74659049,0.666666667,0.642857143,1,1,0.828092243,0.839285714,0.645640071,0.699401041,0.50152014,0.860149465,0.804151413,0.698375248,0.834453162
0.047826988,0.285274417,0.206068754,0.239887395,0.742717173,0.028420699,0.22930301,0.261687009,0.221664128,0.304347826,0.236842105,0.285714286,0.426190044,0.136759725,0.28125,0.3,0.378378378,0.328,0.250171612,0.184210526,0.684531609,0.96969697,0.547619048,0.547619048,0,0.396226415,0.107142857,0.299232028,0.27259313,0.408606458,0.378952457,0.505503613,0.101008177,0.397199705
0.047172407,0.27193172,0.193057423,0.223351919,0.774706406,0.025573231,0.214526751,0.245956522,0.201388593,0.260869565,0.210526316,0.285714286,0.345083993,0.184644787,0.2375,0.291666667,0.340540541,0.32,0.228461016,0.223684211,0.325891819,0.424242424,0.5,0.523809524,0.066666667,0.230607966,0.214285714,0.182934574,0.482131207,0.836328866,0.366728089,0.430476496,0.327216519,0.29481593
0.037770078,0.260209594,0.178701748,0.209686236,0.776740206,0.028280806,0.199648233,0.233030696,0.197777365,0.260869565,0.210526316,0.095238095,0.737362326,0.344028402,0.15625,0.25,0.27027027,0.28,0.16953816,0.184210526,0.267106589,0.151515152,0.428571429,0.428571429,0,0.14884696,0.139285714,0.231225435,0.25701628,0.468804011,0.287211961,0.346042528,0.170914273,0.332065347
0.067995697,0.184528954,0.166554638,0.197824423,0.224838877,0.662268878,0.187469323,0.223153414,0.234435392,0.260869565,0.263157895,0.238095238,0.591883672,0.294004998,0.1875,0.25,0.297297297,0.28,0.686452306,0.697368421,0.640387607,0.787878788,0.666666667,0.904761905,0.666666667,0.660377358,0.607142857,0.559982797,0.473819416,0.371997896,0.948688927,0.920793485,0.64428679,0.845796888
0.152087087,0.166216508,0.156135971,0.191237564,0.579903109,0.071759228,0.17818431,0.17804605,0.159028291,0.391304348,0.263157895,0.285714286,0.810887105,0.469649939,0.2375,0.375,0.340540541,0.4,0.872549767,0.894736842,0.978346597,1,0.761904762,1,0.666666667,0.878406709,0.828571429,0.809875901,0.66224173,0.345788567,0.862724203,0.643820342,0.944062319,0.925939573
0.947186858,0.280681404,1,0.873678691,0.917248872,0.524644796,0.102558571,0.839634686,0.927825518,1,0.555606173,0.736842105,0.926829268,0.941176471,0.712035504,0.436848731,0.746987952,0.833333333,0.410187742,0.533333333,0.772914841,0.609375,1,1,0,0.633802817,0.28125,0.880724727,0.686652506,0.213332721,0.783789749,0.822904494,0.632710809,0.559139785
0.899206136,0.181864485,0.920746477,0.803162863,0.887197058,0.393343937,0.199684886,0.781611245,0.895815473,0.703314926,0.058841011,0.736842105,0.365853659,0.764705882,0.316151209,0.353981846,0.391566265,0.833333333,0.784107798,0.666666667,0.174657078,0.1875,0.558139535,1,0.791666667,0.704225352,0.9375,0.819871768,0.706912779,0.253687903,0.478834111,0.453686595,0.66114725,0
0.889299126,0.223317494,0.920746477,0.822013082,0.868143072,0.482454075,0.148188409,0.781996572,0.880525985,0.767923908,0.086717655,0.842105263,0.414634146,0.823529412,0.450819497,0.217140001,0.451807229,0.833333333,0.56609039,0.533333333,0.180000156,0.3125,0.279069767,0.5,0.75,0.542253521,0.625,0.207512543,0.809152663,1,0.456107878,0.359384904,0.681380872,0
0.866340289,0.261964578,0.914127802,0.822013082,0.851913756,0.467924926,0.11620225,0.770057167,0.844296987,0.838993789,0.103168565,0.842105263,0.43902439,0.882352941,0.273869522,0.231650602,0.487951807,0.944444444,0.462763094,0.4,0.223635245,0.25,0.441860465,0.5,0.458333333,0.281690141,0.5625,0.629517775,0.516784446,0.273181846,0.558178776,0.444668131,0.571745152,0.273684211
0.847796384,0.267062562,0.888915424,0.779455193,0.828129701,0.415801419,0.051041067,0.762344862,0.824383527,0.755925097,0.188515567,0.631578947,0.43902439,0.882352941,0.144584147,0.17926142,0.451807229,0.722222222,0.712510728,0.566666667,0.48287166,0.4375,0.604651163,0.769230769,0.458333333,0.774647887,0.75,0.684564553,0.694028343,0.329558193,0.817161753,0.631132274,0.827391058,0.279569892
0.860961343,0.27353358,0.888915424,0.788480115,0.845378573,0.413607607,0.084998085,0.765352719,0.843061678,0.636859972,0.128512905,0.631578947,0.365853659,0.676470588,0.371075833,0.174742087,0.391566265,0.722222222,0.851611665,0.666666667,0.372291603,0.46875,0.488372093,0.769230769,0.666666667,0.852112676,0.8125,0.445156611,0.778847938,0.591907064,0.705362747,0.594584382,0.746096009,0
0.851166054,0.19915257,0.943570673,0.788480115,0.829533679,0.611913583,0.219359814,0.735699743,0.843075178,0.716533955,0.090494957,0.684210526,0.341463415,0.823529412,0.066264373,0.17820443,0.421686747,0.777777778,0.619604422,0.533333333,0.068809331,0.0625,0.162790698,0.461538462,0.916666667,0.352112676,0.8125,0.165404708,0.284700887,0.596252338,0.262677089,0.273624603,0.292020374,0
0.847348092,0.233213345,0.907167957,0.816962438,0.825121177,0.631459962,0.282503517,0.736148334,0.838633464,0.860222455,0.030558503,1,0.390243902,0.941176471,0.347596974,0.095599237,0.481927711,1,0.370336805,0.333333333,0,0,0,0,0.708333333,0.14084507,0.6875,0.007822878,0,0.592827643,0.047736518,0.075984824,0.047645429,0
0.812667634,0.432699872,0.816451162,0.816962438,0.802289821,0.438240236,0.067827141,0.751630454,0.753417352,0.876639492,0.040940165,0.947368421,0.390243902,0.941176471,0.119447549,0.189587504,0.512048193,1,0.328555372,0.266666667,0.016589059,0,0.069767442,0.115384615,0.708333333,0,0.625,0,0.068523238,0.703113017,0,0,0,0
0.875345115,0.114588183,0.91818008,0.870032973,0.862222254,0.374140555,0.172812748,0.856037199,0.907393358,0.65798991,0.229191916,0.695652174,0.555555556,0.64,0.538469021,0.055363611,0.592105263,0.625,0.797957444,0.803030303,0.363013121,0.428571429,0.56097561,0.906976744,0.875,0.866666667,0.848024316,0.807670073,0.320180345,0.169828228,0.890002916,0.877826554,0.927512288,0.880233618
0.862126716,0.055038442,0.91818008,0.800323269,0.858816528,0.152151711,0.103424262,0.832305704,0.905524216,0.595986622,0.059625259,0.695652174,0.444444444,0.6,0.618329528,0.231547663,0.493421053,0.625,0.79804047,0.848484848,0.283309172,0.228571429,0.56097561,0.906976744,0.875,0.877192982,0.875379939,0.779320017,0.377566191,0.222394505,0.666802271,0.712684545,0.686991729,0.632069044
0.878577985,0.055436728,0.936739311,0.81436607,0.876490453,0.193271913,0.110876217,0.849863151,0.923154108,0.688963211,0.286936103,0.739130435,0.638888889,0.66,0.751021055,0.279536327,0.598684211,0.666666667,0.608760432,0.787878788,0.521603982,0.4,0.634146341,0.720930233,0.53125,0.656140351,0.56231003,0.670596692,0.983543705,0.730726936,0.521851097,0.542365723,0.591303738,0.526157163
0.876393801,0.063677717,0.930685656,0.820753863,0.869585792,0.261655441,0.123479042,0.849863151,0.921762194,0.779264214,0.278017891,0.782608696,0.638888889,0.8,0.521983102,0.094845318,0.697368421,0.75,0.449117581,0.545454545,0.476658793,0.657142857,0.658536585,0.720930233,0.5,0.557894737,0.428571429,0.558951822,0.75701675,0.666783205,0.515931277,0.498470446,0.660191749,0.553261659
0.951822829,0.313171795,0.930685656,1,0.909099383,0.284407536,0.060632705,1,0.930529723,0.87505478,0.266656587,0.869565217,0.694444444,0.88,0.409095122,0.100688776,0.789473684,0.875,0.270350348,0.363636364,0.236611022,0.285714286,0.487804878,0.465116279,0.375,0.263157895,0.392097264,0.368574007,0.184137189,0.34109322,0.328959452,0.354054855,0.429785724,0.338711607
1,0.222288195,0.971818645,1,1,0.160183445,0.095321913,1,1,0.882274247,0.238773219,0.913043478,0.694444444,0.9,0.411095417,0.090901789,0.789473684,0.866666667,0.257194344,0.363636364,0.225350944,0.257142857,0.609756098,0.581395349,0.375,0.245614035,0.392097264,0.236970163,0.355473552,0.668638818,0.114976011,0.159420716,0.107554417,0.175706646
0.955837413,0.126314247,0.971818645,0.920152583,0.945372156,0.208771191,0.106628647,0.938799754,0.99047992,0.724608911,0.39758165,0.608695652,0.611111111,0.76,0.420753132,0.063879559,0.690789474,0.625,0.62784238,0.742424242,0.517969768,0.742857143,0.585365854,0.76744186,0.65625,0.810526316,0.635258359,0.571391409,0.761150462,0.657615093,0.49272901,0.641042691,0.43021767,0.49197861
0.931454729,0.061654092,1,0.866683908,0.925504227,0.228016379,0.097776053,0.902314992,0.973877903,0.557190635,0.309107025,0.565217391,0.611111111,0.52,0.833668019,0.463968769,0.460526316,0.541666667,0.936580824,1,0.455385085,0.342857143,0.804878049,1,0.6875,0.98245614,1,0.917768687,0.83858501,0.440587904,0.83883914,0.898220864,0.84600163,0.785431528
0.917068515,0.055706176,0.983973746,0.857554794,0.912770397,0.244764353,0.115812167,0.884969777,0.962604929,0.57458194,0.260852608,0.565217391,0.5,0.56,0.556749805,0.07047577,0.559210526,0.541666667,0.849155752,0.848484848,0.596889068,0.514285714,0.87804878,1,0.59375,0.943859649,0.85106383,0.811295733,0.783594077,0.475083416,0.805152259,0.860641333,0.870813397,0.610811789
0,0.020336462,0.000238209,0.001491825,0,0.685873823,0.165131532,0.0006868,0,0.133949064,0.295088681,0.139534884,0.186046512,0.154761905,0.215169316,0.089004145,0.162790698,0.142857143,0.423520231,0.380952381,0.384672033,0.6625,0.531914894,0.952380952,0.611111111,0.511111111,0.351851852,0.527780448,0.618925443,0.570032985,0.288967299,0.449761858,0.295454545,0.331521739
0.006636373,0.012123522,0.004097189,0.001491825,0.011415822,0.3038518,0.237822788,0.001249321,0.007579698,0.09542903,0.225203817,0.139534884,0.139534884,0.095238095,0.486686881,0.148632982,0.139534884,0.114285714,0.773023508,0.714285714,0.250847991,0.2375,0.404255319,0.952380952,0.777777778,0.8,0.707407407,0.916224789,0.630759863,0.358313561,0.556510407,0.730518354,0.475073314,0.600280505
0.004939981,0.011323104,0,0,0.010114344,0.326167239,0.258920211,0,0.00665888,0.06607333,0.017480594,0.139534884,0.046511628,0.071428571,0.194749147,0.067343887,0.069767442,0.095238095,0.874867766,0.80952381,0.256203855,0.4,0.404255319,1,0.805555556,0.866666667,0.774074074,0.884763358,0.209740121,0.09538372,0.852077224,0.881263189,0.757078987,0.861012117
0.05612948,0.31475773,0,0.162787922,0.008831459,0.710884999,0.199232337,0.103569396,0.005738061,0.061748196,0.067199773,0.139534884,0.069767442,0.071428571,0.662282323,0.413555489,0.069767442,0.095238095,0.802873579,0.69047619,0.215706619,0.4,0.29787234,1,0.944444444,0.822222222,0.666666667,0.861176509,0.096078202,0.024650804,0.77090043,0.912533714,0.767676768,0.77294686
0.15881339,0.295684982,0.004430681,0.162787922,0.20635865,0.2490987,0.26565735,0.173518311,0.115161953,0.081796311,0.088625228,0.139534884,0.069767442,0.095238095,0.155855842,0.071317475,0.093023256,0.095238095,0.494193523,0.476190476,0.156766645,0.175,0.765957447,0.761904762,0.194444444,0.466666667,0.633333333,0.704539547,0.742839568,0.545719554,0.496669038,0.542447773,0.672998643,0.648929267
0.199799541,0.044301393,0.224392568,0.16263874,0.206879241,0.249624202,0.302618672,0.174002342,0.220612685,0.125501203,0.168835557,0.186046512,0.162790698,0.119047619,0.602261638,0.283015182,0.139534884,0.142857143,0.374935838,0.333333333,0.453325874,0.2,1,0.952380952,0,0.466666667,0.555555556,0.639303259,0.750378102,0.596760407,0.638070852,0.657101344,0.679144385,0.772378517
0.17276567,0.09047563,0.18213435,0.159923619,0.171609185,0.541528224,0.091865336,0.166231694,0.175654591,0.107056937,0.282383539,0.139534884,0.162790698,0.119047619,0.426943464,0.100850355,0.139534884,0.119047619,0.582137467,0.595238095,0.312095735,0.3,0.680851064,0.952380952,0.416666667,0.604444444,0.588888889,0.645376288,0.606138189,0.47651189,0.579601161,0.699051295,0.590163934,0.581610834
0.13564998,0.075974075,0.144211529,0.125880177,0.138737566,0.500087007,0.084235204,0.128215694,0.133493055,0.133119487,0.603776756,0.139534884,0.302325581,0.095238095,0.600657379,0.194101687,0.23255814,0.119047619,0.375105192,0.523809524,0.771284369,0.65,0.829787234,0.761904762,0.111111111,0.644444444,0.366666667,0.640220445,0.523734671,0.413249816,0.49739797,0.552785815,0.581818182,0.602898551
0.105488874,0.059761846,0.112196284,0.099594224,0.109621642,0.539575155,0.140182077,0.096995742,0.105535993,0.149959904,0.519330454,0.139534884,0.302325581,0.119047619,0.652876989,0.255813111,0.23255814,0.142857143,0.194232105,0.30952381,0.638696319,0.5,0.829787234,0.761904762,0.111111111,0.417777778,0.122222222,0.603348754,0.630571867,0.524070011,0.425688021,0.673184071,0.255088195,0.503569111
0.905842332,0.22066983,1,0.823961213,0.891214123,0.435769256,0.046702753,0.872086826,0.958447083,0.314677559,0.101556275,0.411764706,0.208333333,0.375,0.434263923,0.316741451,0.308641975,0.411764706,0.672785758,0.666666667,0.034830701,0.156862745,0.071428571,0.172413793,0.833333333,0.396039604,0.714285714,0.24713047,0.119981185,0.129837965,0.053951011,0.079245868,0.147989943,0
0.805664491,0.199828563,0.913922974,0.778009268,0.795218332,0.516355524,0.129932702,0.759209112,0.844198489,0.20610687,0.08465552,0.352941176,0.125,0.25,0.529000831,0.224286457,0.185185185,0.352941176,0.894625922,0.833333333,0.031562708,0.156862745,0.047619048,0.206896552,0.944444444,0.594059406,0.928571429,0.161730712,0.139797476,0.206429567,0.090613991,0.04323847,0.197893184,0
0.928910036,0.593070861,0.913922974,1,0.919822295,0.472483941,0.016682692,0.997330754,0.844198489,0.341330425,0.465116524,0.352941176,0.375,0.34375,0.617070432,0.172420716,0.432098765,0.352941176,0.500570776,0.583333333,0.242599745,0.588235294,0.261904762,0.206896552,0.444444444,0.524752475,0.407142857,0.241387379,0.158404483,0.184986873,0.049290935,0.026031465,0.099137297,0
1,0.47234684,0.791367999,1,1,0.294486911,0.192618555,1,1,0.579062159,0.323323677,0.588235294,0.458333333,0.5625,0.582098741,0.196603459,0.617283951,0.588235294,0.122599514,0.166666667,0.430136449,0.62745098,0.666666667,0.586206897,0.111111111,0.198019802,0.078571429,0.558933981,0.541011693,0.414909479,0.304404488,0.324488114,0.445381784,0
0.822151466,0.428417988,0.791367999,0.916079287,0.744034606,0.597250757,0.135050582,0.854773265,0.830367617,0.458015267,0.449295145,0.294117647,0.458333333,0.4375,0.585738862,0.367833314,0.50617284,0.470588235,0.412759045,0.416666667,0.580691586,0.705882353,0.714285714,0.655172414,0.111111111,0.623762376,0.214285714,0.270095705,0.633188025,0.789736819,0.466799506,0.443050327,0.729432221,0
0.734528406,0.098549891,0.824018953,0.723061646,0.717963407,0.548952017,0.920315414,0.669159682,0.817254876,0.344601963,0.226115792,0.294117647,0.291666667,0.375,0.534262476,0.626939592,0.308641975,0.411764706,0.606233709,0.583333333,0.30765242,0.31372549,0.476190476,0.482758621,0.388888889,0.594059406,0.571428571,0.436105769,0.644301704,0.608802013,0.541586452,0.556387269,0.648490092,0.489361702
0.688529348,0.16526271,0.744988458,0.610206784,0.674320454,0.391062215,0.060350572,0.660382549,0.723300332,0.410032715,0.270286326,0.470588235,0.333333333,0.4375,0.619132399,0.302685504,0.382716049,0.470588235,0.718628792,0.583333333,0.606858789,0.549019608,0.761904762,0.827586207,0.277777778,0.831683168,0.5,0.805505856,0.779756682,0.466890507,0.713042839,0.734355518,0.749764315,0.741935484
0.580357277,0.249074504,0.480409428,0.560964212,0.585140586,0.367878008,0.09165223,0.579742102,0.563842384,0.396743249,0.352660935,0.294117647,0.333333333,0.4375,0.426898312,0.337053617,0.395061728,0.470588235,0.63567473,0.416666667,0.990586765,0.784313725,0.880952381,1,0.277777778,0.96039604,0.164285714,0.331097175,0.877145849,1,0.858687598,0.877469381,0.749764315,0.494623656
0.503745653,0.168967488,0.480409428,0.521846645,0.483977319,0.50570605,0.213243349,0.489426177,0.526965541,0.404580153,0.290487895,0.294117647,0.333333333,0.4375,0.218580981,0.515861616,0.432098765,0.517647059,0.424324774,0.416666667,0.569043088,0.37254902,0.880952381,1,0.277777778,0.297029703,0.25,0.494423109,0.809459446,0.71827147,0.643612678,0.730137885,0.602990078,0.244680851
