mean_neulog,standard deviation_neulog,min_neulog,max_neulog,median_neulog,skew_neulog,kurtosis_neulog,80_percentile_neulog,20_percentile_neulog,mean_polar,standard deviation_polar,min_polar,max_polar,median_polar,skew_polar,kurtosis_polar,80_percentile_polar,20_percentile_polar,mean_ecg,median_ecg,variance_ecg,quartiled_ecg,range_ecg,max_ecg,min_ecg,80perc_ecg,20perc_ecg,HF_ecg,LF_ecg,LF/HF_ecg,RMSSD_ecg,SDSD_ecg,pNN20_ecg,pNN50_ecg
0.103413839,0.033304469,0.112672701,0.08795799,0.105568467,0.512438615,0.187617741,0.090768758,0.115383632,0.064554932,0.116324634,0.093023256,0.069767442,0.071428571,0.209854472,0.107555475,0.069767442,0.095238095,0.903891561,0.880952381,0.267868733,0.4,0.404255319,1,0.805555556,0.866666667,0.766666667,0.87921288,0.134782799,0.047228526,0.928345555,0.929196004,0.777622378,0.952508361
0.107824459,0.037746338,0.116150548,0.098639456,0.109324161,0.512652625,0.244665685,0.094856851,0.118981643,0.082598236,0.151418537,0.11627907,0.093023256,0.095238095,0.281663757,0.10324584,0.093023256,0.095238095,0.800275255,0.714285714,0.149513715,0.225,0.29787234,1,0.944444444,0.684444444,0.692592593,0.672438621,0.109876537,0.071603235,0.647505266,0.80090678,0.709090909,0.643478261
0.107782596,0.038325401,0.116150548,0.098639456,0.109696012,0.548665503,0.28385042,0.094235461,0.118981643,0.086206897,0.188733095,0.11627907,0.093023256,0.095238095,0.259491959,0.050561175,0.11627907,0.095238095,0.56327066,0.476190476,0.006949939,0.15,0.29787234,0.761904762,0.805555556,0.488888889,0.666666667,0.481399204,0.18707662,0.199128119,0.54910178,0.579171646,0.745762712,0.707442889
0.11555476,0.030816271,0.140400191,0.098042726,0.116426513,0.630169281,0.163460076,0.102477058,0.127686785,0.071772253,0.212052942,0.093023256,0.093023256,0.071428571,0.303026923,0.112434055,0.093023256,0.095238095,0.215159934,0.19047619,0.539032464,0.175,1,0.952380952,0,0.333333333,0.37037037,0.918548442,0.849071571,0.496884055,0.665473912,0.821277,0.653409091,0.711956522
0.127601645,0.037851577,0.148404002,0.113348848,0.130538254,0.515793446,0.165914339,0.11062054,0.136067936,0.055332799,0.172051941,0.093023256,0.093023256,0.071428571,0.404713686,0.242499053,0.069767442,0.071428571,0.691211194,0.619047619,0.249087721,0.325,0.680851064,0.952380952,0.416666667,0.728888889,0.707407407,0.733196883,0.565442159,0.396002106,0.622258966,0.678490266,0.639296188,0.678821879
0.132218456,0.020046615,0.164411625,0.113348848,0.132936692,0.708007981,0.414191583,0.11062054,0.149982522,0.05894146,0.102113456,0.093023256,0.069767442,0.071428571,0.328732491,0.287659287,0.069767442,0.095238095,0.33157176,0.523809524,0.746070183,0.65,0.829787234,0.761904762,0.111111111,0.577777778,0.148148148,0.660722045,0.710813956,0.549970551,0.478259213,0.538222353,0.573863636,0.597826087
0.1267044,0.012612962,0.160409719,0.098848311,0.129682997,0.495422503,0.116105127,0.106172694,0.144227408,0.074178027,0.073641172,0.11627907,0.069767442,0.071428571,0.386562275,0.220512601,0.069767442,0.119047619,0.280957923,0.476190476,0.643665056,0.45,0.829787234,0.761904762,0.111111111,0.488888889,0.351851852,0.599587586,0.727214083,0.607749788,0.537361817,0.855194336,0.255681818,0.597826087
0.68332444,0.098630541,0.807678289,0.636999104,0.656479804,0.735914284,0.417707867,0.621143348,0.75546821,0.493067456,0.17705642,0.470588235,0.333333333,0.5,0.243241512,0.229550598,0.49382716,0.588235294,0.679532443,0.666666667,0.033877915,0.156862745,0.071428571,0.172413793,0.833333333,0.396039604,0.714285714,0.193264521,0.121145524,0.158740692,0.048133916,0.078299093,0.140406607,0
0.671864441,0.073152865,0.807678289,0.619299817,0.648085579,0.777712669,0.696305164,0.611450677,0.746883531,0.395856052,0.319885201,0.235294118,0.291666667,0.4375,0.122942152,0.234292279,0.432098765,0.458823529,0.899109925,0.833333333,0.03330228,0.156862745,0.047619048,0.206896552,0.944444444,0.663366337,0.928571429,0.212585877,0.139592485,0.174779676,0.137855163,0.086067842,0.243882445,0
0.657356917,0.058618553,0.781679018,0.556193777,0.635318875,0.471880676,0.156013367,0.605712444,0.735826508,0.243184297,0.146020422,0.235294118,0.166666667,0.3125,0.138185745,0.449145451,0.24691358,0.352941176,0.485460619,0.583333333,0.242073516,0.62745098,0.261904762,0.206896552,0.444444444,0.495049505,0.378571429,0.234483016,0.176132728,0.213335319,0.033405176,0.019095992,0.059925401,0
0.651044586,0.045181373,0.781679018,0.548736322,0.631355585,0.422136546,0.199867003,0.591485063,0.730744773,0.259845898,0.12426406,0.352941176,0.166666667,0.3125,0.378704647,0.350044519,0.24691358,0.411764706,0.066052909,0.083333333,0.368666688,0.588235294,0.571428571,0.448275862,0.111111111,0.198019802,0.071428571,0.182341732,0.47224088,0.69436763,0.24472881,0.27735462,0.375490011,0
0.655782393,0.033802682,0.797989309,0.540947856,0.639293856,0.392002055,0.121460478,0.594270363,0.737175059,0.317339149,0.232746435,0.352941176,0.25,0.3125,0.468548962,0.205881129,0.320987654,0.411764706,0.516388442,0.5,0.590664471,0.705882353,0.714285714,0.655172414,0.111111111,0.693069307,0.285714286,0.808239885,0.699898065,0.408230984,0.816334231,0.863426019,0.875990159,0.122340426
0.645956663,0.039398283,0.792127324,0.538591845,0.627146782,0.457927225,0.108935549,0.586021921,0.726287976,0.443321073,0.215784084,0.411764706,0.291666667,0.4375,0.316541234,0.171502752,0.456790123,0.529411765,0.529618807,0.583333333,0.345060499,0.392156863,0.476190476,0.482758621,0.388888889,0.594059406,0.428571429,0.714473032,0.632637327,0.404553563,0.831445152,0.978641796,0.585927573,0.479166667
0.637063975,0.036122305,0.7838355,0.533743526,0.618752557,0.471763352,0.134559019,0.575740383,0.714808846,0.430752454,0.243020398,0.411764706,0.291666667,0.46875,0.272785939,0.120817353,0.432098765,0.517647059,0.729978925,0.583333333,0.602283114,0.549019608,0.761904762,0.827586207,0.277777778,0.891089109,0.5,0.580616961,0.814454554,0.644096453,0.929256801,0.975453492,0.819474353,0.968421053
0.620510627,0.067261214,0.749210303,0.533743526,0.602408371,0.482878596,0.09361737,0.571102515,0.682854762,0.316695568,0.196649334,0.352941176,0.25,0.3125,0.508835968,0.244450087,0.308641975,0.411764706,0.63567473,0.416666667,0.990586765,0.784313725,0.880952381,1,0.277777778,0.96039604,0.164285714,0.331097175,0.877145849,1,0.858687598,0.877469381,0.749764315,0.494623656
0.601440287,0.036347514,0.749210303,0.521437751,0.581831999,0.716675784,0.422887844,0.542058887,0.676490259,0.348964013,0.257171194,0.352941176,0.291666667,0.375,0.577853727,0.337975811,0.320987654,0.411764706,0.424324774,0.416666667,0.569043088,0.37254902,0.880952381,1,0.277777778,0.297029703,0.25,0.494423109,0.809459446,0.71827147,0.643612678,0.730137885,0.602990078,0.244680851
0.963777921,0.147287524,0.937468716,1,0.972539064,0.420689968,0.188220856,0.978064688,0.9425423,0.820577917,0.425637112,0.655172414,0.673913043,0.741935484,0.465091096,0.030920331,0.773684211,0.729166667,0.968563253,0.971063918,0.163708811,0.249505277,0.588086825,1,0.913478956,0.974690903,0.952326023,0.320318793,0.749157168,0.716284588,0.326090139,0.301239966,0.112488102,0
0.96141775,0.138582744,0.937468716,1,0.963313906,0.508147764,0.326275806,0.969753315,0.944308893,0.82143537,0.416618838,0.75862069,0.673913043,0.677419355,0.502140651,0.018488182,0.768421053,0.729166667,0.947603779,0.95080866,0.101723741,0.231200528,0.382130237,0.925461948,0.913478956,0.955006049,0.940407529,0.313418988,0.76366256,0.747575479,0.337689565,0.325480832,0.185870492,0
0.95974841,0.044362108,0.966857347,0.918760746,0.961257911,0.588753399,0.328676608,0.946902284,0.971408713,0.716733295,0.190123485,0.75862069,0.543478261,0.677419355,0.740475948,0.342214955,0.563157895,0.729166667,0.988324582,0.988425567,0.0563934,0.164083113,0.308574313,0.952082681,0.975282992,0.988751512,0.994040753,0.435457966,0.53253076,0.358787659,0.393134421,0.331515237,0.218444315,0
0.949960127,0.044442041,0.953879156,0.907122074,0.954303286,0.466488277,0.302942782,0.936794425,0.95933941,0.689320388,0.051597876,0.75862069,0.413043478,0.677419355,0.347514376,0.199657463,0.526315789,0.756944444,0.997782591,0.994213323,0.068327506,0.212895778,0.323285498,0.978703414,1,1,1,0.344425313,0.683497918,0.602857215,0.433202848,0.375025695,0.364289926,0.037911025
0.947940846,0.072736422,0.949803361,0.925009919,0.946204455,0.605527909,0.315410335,0.944420755,0.952446803,0.695602513,0.089823919,0.75862069,0.456521739,0.677419355,0.432225547,0.198195259,0.552631579,0.729166667,0.948397492,0.947919911,0.046819205,0.096965699,0.337996683,0.941434388,0.950568344,0.938134269,0.958287648,0.419545681,0.3064632,0.201224197,0.442732997,0.48771527,0.109940817,0.038735178
0.957520646,0.079586443,0.949803361,0.935359079,0.960632174,0.451305872,0.252647313,0.952676206,0.958412673,0.677327242,0.123538871,0.689655172,0.456521739,0.677419355,0.362916408,0.206014139,0.526315789,0.722222222,0.898722405,0.895839823,0.318962105,0.426451187,0.632220379,0.936110241,0.820810247,0.937571854,0.868904037,0.343168439,0.716942224,0.636363962,0.317883723,0.308063533,0.076826113,0
0.968510296,0.091377127,0.967822667,0.976127496,0.966514106,0.838310491,0.74942544,0.953983377,0.97125667,0.709308966,0.136658236,0.689655172,0.5,0.693548387,0.291148665,0.362568524,0.552631579,0.763888889,0.955000829,0.95081325,0.161188279,0.292216359,0.529242086,0.994675853,0.932031473,0.960630899,0.940410926,1,0.491453455,0.123335043,1,0.98695208,0.622466121,0.566942149
0.992475959,0.128309352,0.973864855,0.98935326,0.992473272,0.47599951,0.197018119,1,0.976324763,0.715019989,0.201835447,0.655172414,0.52173913,0.709677419,0.345793238,0.194774038,0.578947368,0.722222222,0.959447377,0.959493264,0.060298664,0.170184697,0.308574313,0.952082681,0.975284172,0.949382584,0.958287648,0.51203499,0.553545647,0.356142206,0.542302349,0.474889065,0.287620787,0.095796676
1,0.08867791,1,0.98935326,1,0.644104456,0.406730608,0.993128613,1,0.692175899,0.2275187,0.655172414,0.52173913,0.64516129,0.502308014,0.126934448,0.584210526,0.694444444,0.81552237,0.762746263,1,1,1,0.914813655,0.641620493,0.938134269,0.737808073,0.78450237,1,0.42529322,0.654451645,0.739586242,0.123827628,0.134115347
0.794369051,0.614484434,0.542441002,0.971045308,0.747383634,0.29874126,0.074649409,0.939935223,0.643188311,0.864239181,0.888727945,0.525,0.847457627,0.703703704,0.44074916,0.003162328,0.93359375,0.61352657,0.618141371,0.688311688,0.880339858,0.5875,1,0.753846154,0.435483871,0.604229607,0.623563218,0.870658506,0.959392224,0.414928774,0.761011466,0.81027539,0.811534584,0.645886204
0.868538102,0.631100004,0.607467967,0.971045308,0.949068075,0.076093493,0.114859849,0.984104318,0.668122913,0.865313026,0.715298501,0.525,0.813559322,0.901234568,0.398839045,0.096216383,0.875,0.637681159,0.919905472,0.935064935,0.720825664,0.6,0.75,1,0.887096774,0.938066465,0.939655172,0.904334586,0.840149319,0.321970254,0.818839806,0.745346489,0.843227199,0.870228233
1,0.125899505,0.968705987,1,1,0.227983761,0.299154151,1,0.989844184,0.818811075,0.223186954,0.825,0.694915254,0.802469136,0.755196947,0.400126857,0.71875,0.806763285,0.593036986,0.636363636,0.312026975,0.4125,0.333333333,0.507692308,0.693548387,0.483383686,0.613505747,0.692751782,0.735038641,0.377608428,0.555035195,0.676276474,0.565710129,0.43548182
0.987286899,0.130910292,0.98035107,1,0.982640619,0.444434129,0.279833268,0.984753387,0.966528624,0.801302932,0.108321998,0.825,0.593220339,0.802469136,0.595552949,0.337903714,0.66015625,0.830917874,0.53626698,0.558441558,0.239323794,0.45,0.229166667,0.353846154,0.612903226,0.483383686,0.584770115,0.346458674,0.79006797,0.738226334,0.287710024,0.408804208,0.343528948,0.340648515
0.952631354,0.064681005,0.964034214,0.93023983,0.942174159,0.531793787,0.267022421,0.94456957,0.955195322,0.863599349,0.109659682,0.9,0.644067797,0.87654321,0.544526243,0.208919833,0.71875,0.855072464,0.638262255,0.688311688,0.153730261,0.2,0.395833333,0.476923077,0.612903226,0.513595166,0.699712644,0.507412502,0.701667465,0.491662314,0.539594687,0.484976782,0.749910056,0.526417316
0.946699018,0.056474626,0.959809007,0.928144836,0.939167414,0.60443234,0.558069465,0.929472243,0.954084739,0.931554684,0.23774842,0.9,0.779661017,0.925925926,0.707642817,0.505491387,0.765625,0.927536232,0.608214507,0.636363636,0.037583651,0.0625,0.229166667,0.507692308,0.774193548,0.472809668,0.699712644,0.468190556,0.351320877,0.227490493,0.316612899,0.261430942,0.596869941,0.33502924
0.945706358,0.055797404,0.947889114,0.921766049,0.940861823,0.328353556,0.419021209,0.92982923,0.952485766,1,0.192765562,0.925,0.779661017,1,0.516373354,0.379653813,0.81640625,1,0.497818737,0.551948052,0.219612893,0.45,0.5,0.507692308,0.564516129,0.407854985,0.541666667,0.23443374,0.30402314,0.370487515,0.147000783,0.17698488,0.391978755,0.16700442
0.619621493,0.20121273,0.576380063,0.717644852,0.603857271,0.536079963,0.328808095,0.648977393,0.583410829,0.984120521,0.101841752,1,0.762711864,1,0.58954217,0.580899175,0.796875,1,0.073532722,0.181818182,0.783047171,1,0.541666667,0,0,0.051359517,0.014367816,0.205657452,0.329346682,0.428456654,0.012790434,0.329522319,0.013656839,0.035843577
0.591022508,0.11701099,0.576380063,0.626309371,0.580866474,0.545343514,0.322677556,0.599492429,0.578981876,0.866449511,0.245265211,0.775,0.661016949,0.925925926,0.267403484,0.194538126,0.73828125,0.826086957,0.253208329,0.350649351,0.254440909,0,0.395833333,0.046153846,0.161290323,0.105740181,0.283045977,0.092401167,0.531754514,0.833927562,0.059277696,0.056127188,0.339929903,0.139472613
0.845635443,0.107884488,0.839450371,0.865462503,0.830524409,0.613878272,0.020690281,0.875901798,0.817478476,0.614977974,0.182680899,0.647058824,0.516129032,0.65,0.437321587,0.266926775,0.496183206,0.631578947,0.12277605,0.162337662,0.067941106,0.137931034,0.164383562,0.090909091,0.18705036,0.110493827,0.157534247,0.223706048,0.335886041,0.299775236,0.058854656,0.062403029,0.201587365,0
0.814132523,0.140872173,0.804339179,0.859877188,0.776476822,0.733135934,0.056059089,0.87413708,0.779160712,0.514772394,0.217384368,0.529411765,0.419354839,0.525,0.449766025,0.150588911,0.419847328,0.473684211,0.119848865,0.155844156,0.11203776,0.172413793,0.232876712,0.117647059,0.18705036,0.100617284,0.157534247,0.18329676,0.350051096,0.371993352,0.043363354,0.110762334,0.125506073,0
0.73761722,0.012641647,0.781522329,0.715638882,0.729009982,0.790499419,0.219424457,0.728578287,0.747221029,0.437665198,0.177603672,0.529411765,0.387096774,0.45,0.612009801,0.257884301,0.34351145,0.421052632,0.130754089,0.152597403,0.262607359,0.24137931,0.369863014,0.144385027,0.151079137,0.12962963,0.157534247,0.329834183,0.588232529,0.405845174,0.260932101,0.360370831,0.384991997,0.254651163
0.708622249,0.014040637,0.739396131,0.68000392,0.706122658,0.494968291,0.148851036,0.700748484,0.714084576,0.511306902,0.146742266,0.588235294,0.322580645,0.55,0.279141863,0.094273282,0.419847328,0.515789474,0.097572191,0.142857143,0.072790223,0.137931034,0.410958904,0.048128342,0,0.080246914,0.143835616,0.605126088,0.305637552,0.033062189,0.248161477,0.400257921,0.304453441,0.171764706
0.681116322,0.01468092,0.712167782,0.66024301,0.674876931,0.599059149,0.142468544,0.676150616,0.689290315,0.594478708,0.080720731,0.705882353,0.35483871,0.65,0.223015061,0.194957188,0.427480916,0.631578947,0.130856394,0.168831169,0.323146883,0.431034483,0.369863014,0.112299465,0.107913669,0.141975309,0.143835616,0.534218542,0.646785478,0.264767637,0.59849913,0.686930377,0.793568274,0.995454545
0.650024832,0.026780004,0.683565359,0.645904102,0.645494325,0.679770927,0.139223725,0.647097005,0.648487494,0.576284875,0.106861953,0.705882353,0.35483871,0.6,0.280254975,0.11944511,0.427480916,0.578947368,0.151040378,0.181818182,0.129146721,0.24137931,0.178082192,0.122994652,0.223021583,0.14382716,0.176027397,0.290465811,0.494040493,0.37134164,0.33560228,0.434897264,0.466000165,0.37244898
0.619420811,0.006740505,0.65843428,0.606512934,0.611787228,0.798555659,0.317894085,0.606664007,0.62820576,0.416872247,0.249891777,0.411764706,0.322580645,0.45,0.358301439,0.079172587,0.381679389,0.368421053,0.138718071,0.175324675,0.034511304,0.103448276,0.082191781,0.080213904,0.215827338,0.12345679,0.171917808,0.378017597,0.377275593,0.190623989,0.160043577,0.200533207,0.582742915,0
0.59727189,0,0.634279515,0.567611706,0.591566389,0.557605096,0.121582579,0.588252794,0.604784265,0.346696035,0.137675575,0.411764706,0.258064516,0.4,0.320385712,0.164975289,0.267175573,0.368421053,0.035268419,0.038961039,0.905065489,0.827586207,0.726027397,0.20855615,0.050359712,0.092592593,0,0.261104903,0.834616304,0.738310112,0.221395675,0.382741813,0.221997301,0.152083333
0.6195812,0.071527998,0.634279515,0.637869088,0.593002188,0.734346623,0.062004989,0.639483702,0.604129561,0.433333333,0.124151693,0.529411765,0.322580645,0.45,0.529214806,0.131038096,0.34351145,0.473684211,0.028506848,0.064935065,0.117162801,0.310344828,0.123287671,0,0.086330935,0.030864198,0.048630137,0.273814955,0.429316802,0.331643242,0.174637372,0.249647841,0.293698293,0.079347826
0.89150279,0.401758959,0.83909225,0.961088631,0.889512424,0.482850494,0.075568505,0.941921316,0.850344828,0.786544376,0.24843114,0.833333333,0.648648649,0.761904762,0.687196346,0.41891237,0.666666667,0.727272727,0.837071167,0.850746269,0.503820018,0.428571429,0.681818182,1,0.76,0.931407942,0.660526316,0.803364612,0.855600168,0.528269843,0.762666257,0.780895726,0.838536585,0.818849626
0.934986838,0.444000919,0.87406244,1,0.959594905,0.437831117,0.063411154,0.987774634,0.878795532,0.828829074,0.31563978,0.833333333,0.648648649,0.80952381,0.5646798,0.157848874,0.777777778,0.772727273,0.487703878,0.462686567,0.389203488,0.410714286,0.5,0.666666667,0.56,0.563176895,0.421052632,0.893583395,0.480846522,0.15678907,0.917367716,0.88125822,0.955662651,0.872165829
0.983012833,0.278428347,0.930444259,1,0.993370223,0.363210484,0.18686203,0.993827228,0.970927635,0.956590371,0.304544686,0.888888889,0.675675676,1,0.311052093,0.215204208,0.851851852,0.909090909,0.148341556,0.208955224,0.437198959,0.321428571,0.681818182,0.296296296,0,0.093862816,0.210526316,0.437738146,0.396615777,0.433054271,0.369810179,0.387974407,0.603855422,0.31334788
0.964993334,0.290474334,0.90960959,0.97073333,0.977761537,0.408485403,0.114556469,0.983317128,0.939417193,0.79537599,0.523478278,0.611111111,0.675675676,0.785714286,0.495638944,0.051310865,0.814814815,0.681818182,0.731176076,0.791044776,0.481231083,0.089285714,1,0.666666667,0.12,0.682310469,0.752631579,0.420773386,0.613479673,0.702409353,0.197416938,0.227145466,0.285925926,0.15791776
