features,definitions,k_clusters,cohens,v_measure,rand_index,purity,normalized_mutual_info_score,silhouette
ecg+gsr,yesNo,3,0.13182692148841713,0.064379129434197546,0.085469524266863661,0.6402027027027027,0.065315817375869736,0.32667620042300832
ecg+gsr,average,3,0.18267123234245675,0.085908538884649818,0.13325926941575894,0.6765202702702703,0.087308689180588525,0.32667620042300832
ecg+gsr,pss,3,0.088349075468806659,0.030307194680879238,0.03683854821229144,0.5945945945945946,0.03072216230837448,0.32667620042300832
ecg+gsr,consensus,3,0.14430853552570022,0.052262242020217273,0.1173799546672443,0.6511824324324325,0.053757554341167767,0.32667620042300832
ecg+gsr,yesNo,4,0.062923817100428048,0.052173648257913818,0.048110191076714715,0.6402027027027027,0.055254979174408782,0.20919263849305308
ecg+gsr,average,4,0.097098469271190258,0.069211026156442979,0.069593500094028315,0.6765202702702703,0.073541644187342853,0.20919263849305308
ecg+gsr,pss,4,0.043029000263981598,0.024549968466031195,0.021609140492388625,0.5945945945945946,0.02595666885683626,0.20919263849305308
ecg+gsr,consensus,4,0.07854050711193572,0.041996185633349503,0.048644504655890576,0.6511824324324325,0.045580701797497222,0.20919263849305308
ecg+gsr,yesNo,5,-0.047698768924360424,0.050552675922787602,0.038385072916163804,0.6402027027027027,0.055132301106804629,0.20532494723455053
ecg+gsr,average,5,-0.056775016672949041,0.062202994611804917,0.047336136094678821,0.6765202702702703,0.068109958571187901,0.20532494723455053
ecg+gsr,pss,5,-0.057310008768273191,0.040168648374796535,0.028403762815985629,0.612331081081081,0.043719242812289089,0.20532494723455053
ecg+gsr,consensus,5,-0.0578573107663376,0.042986748237564931,0.022791537265898294,0.6511824324324325,0.048268381159922699,0.20532494723455053
ecg+gsr,yesNo,6,0.062659131079931152,0.066931366438565204,0.040836565381956909,0.6714527027027027,0.073862297768628279,0.21625720093081102
ecg+gsr,average,6,0.052016883512466805,0.059733806666970202,0.048373526145189048,0.6765202702702703,0.066199265846233812,0.21625720093081102
ecg+gsr,pss,6,0.073668365895814714,0.058082644030602718,0.031776304512863972,0.643581081081081,0.063960239090289583,0.21625720093081102
ecg+gsr,consensus,6,0.065101829478771189,0.053946611867088066,0.022237345008300952,0.6824324324324325,0.061391934867296029,0.21625720093081102
ecg+gsr,yesNo,7,-0.036641654603644547,0.064408163502427548,0.035769232530878568,0.6714527027027027,0.071945161720231299,0.227617831472962
ecg+gsr,average,7,-0.051993927926502037,0.058164684007214883,0.044711502098598387,0.6765202702702703,0.065261510508716619,0.227617831472962
ecg+gsr,pss,7,-0.0066329696978393304,0.058908219651511294,0.023925487502008742,0.643581081081081,0.065653366454443904,0.227617831472962
ecg+gsr,consensus,7,-0.042539664190966109,0.051797658905640649,0.013379980830962658,0.6824324324324325,0.059755283857645849,0.227617831472962
ecg+gsr,yesNo,8,-0.030424989279346226,0.063516505678208851,0.036864252027791797,0.6714527027027027,0.072120456689066248,0.21323350752337944
ecg+gsr,average,8,-0.013032161609611626,0.059456783733695326,0.048505849181099625,0.6765202702702703,0.067831408448792124,0.21323350752337944
ecg+gsr,pss,8,-0.045479342992721383,0.05846471888842586,0.02391203406053926,0.643581081081081,0.066225307239413014,0.21323350752337944
ecg+gsr,consensus,8,-0.014554561717352366,0.05359938173158179,0.021601084793544941,0.6824324324324325,0.0629714093268786,0.21323350752337944
ecg+gsr,yesNo,9,0.014781072141809126,0.06260687797354228,0.036091839310519853,0.6714527027027027,0.071621535186030358,0.22263681901890603
ecg+gsr,average,9,0.015983672667849502,0.058448955516260323,0.045649493323853159,0.6765202702702703,0.06719042457919798,0.22263681901890603
ecg+gsr,pss,9,-0.00041250550296201283,0.057726126124987315,0.024245458088043743,0.6469594594594594,0.065875761765361293,0.22263681901890603
ecg+gsr,consensus,9,0.0013423968924940466,0.052480562684324251,0.019991193183620921,0.6824324324324325,0.062169314625406792,0.22263681901890603
