1.7909111781513943e-54,1.0017534308675387e-62,7.5356697834629154e-45,6.5184661853956802e-46,3.6850087890191066e-13,5.5052171522631501e-53,1.1726263525465879e-53,1.773179699521123e-56,1.7365126457501979e-05,3.0678931394826082e-56,5.4844858789437123e-24,5.2649311669836604e-40,0.0012323604452600531,9.2725524037281626e-44,2.2005354432447885e-59,0.011583178635110889,0.049391290894516333,0.015688099281687205,0.036423471658206155
mean_neulog,min_neulog,max_neulog,median_neulog,kurtosis_neulog,80_percentile_neulog,20_percentile_neulog,mean_polar,standard deviation_polar,min_polar,max_polar,median_polar,kurtosis_polar,80_percentile_polar,20_percentile_polar,quartiled_ecg,HF_ecg,RMSSD_ecg,SDSD_ecg
